agegroup,gender,region,cancer,value,year
35-,M,Belgium,"Mouth, NOS",-,2015
35-,M,Belgium,Parotid gland,3,2015
35-,M,Belgium,"Salivary glands, NOS",-,2015
35-,M,Belgium,Tonsil,1,2015
35-,M,Belgium,Oropharynx,-,2015
35-,M,Belgium,Nasopharynx,4,2015
35-,M,Belgium,Pyriform sinus,1,2015
35-,M,Belgium,Hypopharynx,-,2015
35-,M,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
35-,M,Belgium,Oesophagus,2,2015
35-,M,Belgium,Stomach,11,2015
35-,M,Belgium,Small intestine,2,2015
35-,M,Belgium,Colon,23,2015
35-,M,Belgium,Rectosigmoid junction,-,2015
35-,M,Belgium,Rectum,8,2015
35-,M,Belgium,Anus and anal canal,-,2015
35-,M,Belgium,Liver and intrahepatic bile ducts,4,2015
35-,M,Belgium,Gallbladder,2,2015
35-,M,Belgium,"Biliary tract, NOS",1,2015
35-,M,Belgium,Pancreas,7,2015
35-,M,Belgium,Other ill-defined digestive organs,-,2015
35-,M,Belgium,Nasal cavity and middle ear,-,2015
35-,M,Belgium,Accessory sinuses,-,2015
35-,M,Belgium,Larynx,-,2015
35-,M,Belgium,Trachea,-,2015
35-,M,Belgium,Bronchus and lung,16,2015
35-,M,Belgium,Thymus,3,2015
35-,M,Belgium,"Heart, mediastinum and pleura",2,2015
35-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
35-,M,Belgium,Bone and articular cartilage of limbs,2,2015
35-,M,Belgium,"Bone and articular cartilage, NOS",3,2015
35-,M,Belgium,Malignant melanoma of skin,48,2015
35-,M,Belgium,Malignant neoplasms of skin,17,2015
35-,M,Belgium,Mesothelioma,-,2015
35-,M,Belgium,Kaposi's sarcoma,3,2015
35-,M,Belgium,Soft tissues,3,2015
35-,M,Belgium,Retroperitoneum and peritoneum,2,2015
35-,M,Belgium,Breast,-,2015
35-,M,Belgium,Penis,-,2015
35-,M,Belgium,Prostate,1,2015
35-,M,Belgium,Testis,79,2015
35-,M,Belgium,"Male genital organs, NOS",2,2015
35-,M,Belgium,Kidney,17,2015
35-,M,Belgium,Renal pelvis,1,2015
35-,M,Belgium,Ureter,-,2015
35-,M,Belgium,Bladder,-,2015
35-,M,Belgium,"Urinary organs, NOS",-,2015
35-,M,Belgium,Eye and adnexa,1,2015
35-,M,Belgium,Meninges,-,2015
35-,M,Belgium,Brain,23,2015
35-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",3,2015
35-,M,Belgium,Thyroid gland,12,2015
35-,M,Belgium,Adrenal gland,2,2015
35-,M,Belgium,"Endocrine glands, NOS",1,2015
35-,M,Belgium,Hodgkin's disease,18,2015
35-,M,Belgium,Non-Hodgkin-lymphoma,24,2015
35-,M,Belgium,Malignant immunoproliferative diseases,3,2015
35-,M,Belgium,Multiple myeloma,2,2015
35-,M,Belgium,Lymphoid leukaemia,10,2015
35-,M,Belgium,Myeloid leukaemia,7,2015
35-,M,Belgium,Monocytic leukaemia,1,2015
35-,M,Belgium,Leukaemia other,1,2015
35-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",3,2015
35-,M,Belgium,Other and ill-defined sites,-,2015
35-,M,Belgium,Unknown primary site,2,2015
35-,M,Belgium,Myeloproliferative Disorders,7,2015
35-,M,Belgium,Myelodysplastic syndromes,1,2015
40-,M,Belgium,Lip,-,2015
40-,M,Belgium,Base of tongue,1,2015
40-,M,Belgium,Tongue,6,2015
40-,M,Belgium,Gum,-,2015
40-,M,Belgium,Floor of mouth,-,2015
40-,M,Belgium,Palate,3,2015
40-,M,Belgium,"Mouth, NOS",1,2015
40-,M,Belgium,Parotid gland,2,2015
40-,M,Belgium,"Salivary glands, NOS",-,2015
40-,M,Belgium,Tonsil,-,2015
40-,M,Belgium,Oropharynx,2,2015
40-,M,Belgium,Nasopharynx,4,2015
40-,M,Belgium,Pyriform sinus,6,2015
40-,M,Belgium,Hypopharynx,-,2015
40-,M,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
40-,M,Belgium,Oesophagus,7,2015
40-,M,Belgium,Stomach,14,2015
40-,M,Belgium,Small intestine,4,2015
40-,M,Belgium,Colon,34,2015
40-,M,Belgium,Rectosigmoid junction,1,2015
40-,M,Belgium,Rectum,18,2015
40-,M,Belgium,Anus and anal canal,2,2015
40-,M,Belgium,Liver and intrahepatic bile ducts,4,2015
40-,M,Belgium,Gallbladder,1,2015
40-,M,Belgium,"Biliary tract, NOS",2,2015
40-,M,Belgium,Pancreas,12,2015
40-,M,Belgium,Other ill-defined digestive organs,-,2015
40-,M,Belgium,Nasal cavity and middle ear,1,2015
40-,M,Belgium,Accessory sinuses,1,2015
40-,M,Belgium,Larynx,5,2015
40-,M,Belgium,Trachea,-,2015
40-,M,Belgium,Bronchus and lung,38,2015
40-,M,Belgium,Thymus,2,2015
40-,M,Belgium,"Heart, mediastinum and pleura",-,2015
40-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
40-,M,Belgium,Bone and articular cartilage of limbs,2,2015
40-,M,Belgium,"Bone and articular cartilage, NOS",2,2015
40-,M,Belgium,Malignant melanoma of skin,55,2015
40-,M,Belgium,Malignant neoplasms of skin,17,2015
40-,M,Belgium,Mesothelioma,2,2015
40-,M,Belgium,Kaposi's sarcoma,5,2015
40-,M,Belgium,Soft tissues,8,2015
40-,M,Belgium,Retroperitoneum and peritoneum,1,2015
40-,M,Belgium,Breast,-,2015
40-,M,Belgium,Penis,2,2015
40-,M,Belgium,Prostate,13,2015
40-,M,Belgium,Testis,35,2015
40-,M,Belgium,"Male genital organs, NOS",-,2015
40-,M,Belgium,Kidney,33,2015
40-,M,Belgium,Renal pelvis,1,2015
40-,M,Belgium,Ureter,-,2015
40-,M,Belgium,Bladder,18,2015
40-,M,Belgium,"Urinary organs, NOS",-,2015
40-,M,Belgium,Eye and adnexa,1,2015
40-,M,Belgium,Meninges,1,2015
40-,M,Belgium,Brain,19,2015
40-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",1,2015
40-,M,Belgium,Thyroid gland,35,2015
40-,M,Belgium,Adrenal gland,1,2015
40-,M,Belgium,"Endocrine glands, NOS",1,2015
40-,M,Belgium,Hodgkin's disease,11,2015
40-,M,Belgium,Non-Hodgkin-lymphoma,36,2015
40-,M,Belgium,Malignant immunoproliferative diseases,4,2015
40-,M,Belgium,Multiple myeloma,7,2015
40-,M,Belgium,Lymphoid leukaemia,17,2015
40-,M,Belgium,Myeloid leukaemia,9,2015
40-,M,Belgium,Monocytic leukaemia,-,2015
40-,M,Belgium,Leukaemia other,-,2015
40-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",2,2015
40-,M,Belgium,Other and ill-defined sites,-,2015
40-,M,Belgium,Unknown primary site,8,2015
40-,M,Belgium,Myeloproliferative Disorders,11,2015
40-,M,Belgium,Myelodysplastic syndromes,8,2015
45-,M,Belgium,Lip,2,2015
45-,M,Belgium,Base of tongue,5,2015
45-,M,Belgium,Tongue,10,2015
45-,M,Belgium,Gum,2,2015
45-,M,Belgium,Floor of mouth,14,2015
45-,M,Belgium,Palate,3,2015
45-,M,Belgium,"Mouth, NOS",2,2015
45-,M,Belgium,Parotid gland,4,2015
45-,M,Belgium,"Salivary glands, NOS",1,2015
45-,M,Belgium,Tonsil,13,2015
45-,M,Belgium,Oropharynx,5,2015
45-,M,Belgium,Nasopharynx,11,2015
45-,M,Belgium,Pyriform sinus,9,2015
45-,M,Belgium,Hypopharynx,1,2015
45-,M,Belgium,"Lip, oral cavity and pharynx, NOS",1,2015
45-,M,Belgium,Oesophagus,26,2015
45-,M,Belgium,Stomach,32,2015
45-,M,Belgium,Small intestine,13,2015
45-,M,Belgium,Colon,61,2015
45-,M,Belgium,Rectosigmoid junction,4,2015
45-,M,Belgium,Rectum,38,2015
45-,M,Belgium,Anus and anal canal,4,2015
45-,M,Belgium,Liver and intrahepatic bile ducts,23,2015
45-,M,Belgium,Gallbladder,1,2015
45-,M,Belgium,"Biliary tract, NOS",5,2015
45-,M,Belgium,Pancreas,24,2015
45-,M,Belgium,Other ill-defined digestive organs,1,2015
45-,M,Belgium,Nasal cavity and middle ear,-,2015
45-,M,Belgium,Accessory sinuses,2,2015
45-,M,Belgium,Larynx,11,2015
45-,M,Belgium,Trachea,-,2015
45-,M,Belgium,Bronchus and lung,97,2015
45-,M,Belgium,Thymus,2,2015
45-,M,Belgium,"Heart, mediastinum and pleura",-,2015
45-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
45-,M,Belgium,Bone and articular cartilage of limbs,-,2015
45-,M,Belgium,"Bone and articular cartilage, NOS",2,2015
45-,M,Belgium,Malignant melanoma of skin,92,2015
45-,M,Belgium,Malignant neoplasms of skin,35,2015
45-,M,Belgium,Mesothelioma,1,2015
45-,M,Belgium,Kaposi's sarcoma,7,2015
45-,M,Belgium,Soft tissues,7,2015
45-,M,Belgium,Retroperitoneum and peritoneum,1,2015
45-,M,Belgium,Breast,2,2015
45-,M,Belgium,Penis,8,2015
45-,M,Belgium,Prostate,77,2015
45-,M,Belgium,Testis,22,2015
45-,M,Belgium,"Male genital organs, NOS",-,2015
45-,M,Belgium,Kidney,59,2015
45-,M,Belgium,Renal pelvis,3,2015
45-,M,Belgium,Ureter,-,2015
45-,M,Belgium,Bladder,19,2015
45-,M,Belgium,"Urinary organs, NOS",1,2015
45-,M,Belgium,Eye and adnexa,3,2015
45-,M,Belgium,Meninges,-,2015
45-,M,Belgium,Brain,27,2015
45-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",-,2015
45-,M,Belgium,Thyroid gland,22,2015
45-,M,Belgium,Adrenal gland,1,2015
45-,M,Belgium,"Endocrine glands, NOS",-,2015
45-,M,Belgium,Hodgkin's disease,16,2015
45-,M,Belgium,Non-Hodgkin-lymphoma,42,2015
45-,M,Belgium,Malignant immunoproliferative diseases,6,2015
45-,M,Belgium,Multiple myeloma,13,2015
45-,M,Belgium,Lymphoid leukaemia,36,2015
45-,M,Belgium,Myeloid leukaemia,17,2015
45-,M,Belgium,Monocytic leukaemia,1,2015
45-,M,Belgium,Leukaemia other,-,2015
45-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
45-,M,Belgium,Other and ill-defined sites,-,2015
45-,M,Belgium,Unknown primary site,8,2015
45-,M,Belgium,Myeloproliferative Disorders,15,2015
45-,M,Belgium,Myelodysplastic syndromes,6,2015
50-,M,Belgium,Lip,5,2015
50-,M,Belgium,Base of tongue,9,2015
50-,M,Belgium,Tongue,15,2015
50-,M,Belgium,Gum,3,2015
50-,M,Belgium,Floor of mouth,28,2015
50-,M,Belgium,Palate,15,2015
50-,M,Belgium,"Mouth, NOS",10,2015
50-,M,Belgium,Parotid gland,5,2015
50-,M,Belgium,"Salivary glands, NOS",2,2015
50-,M,Belgium,Tonsil,23,2015
50-,M,Belgium,Oropharynx,18,2015
50-,M,Belgium,Nasopharynx,5,2015
50-,M,Belgium,Pyriform sinus,16,2015
50-,M,Belgium,Hypopharynx,3,2015
50-,M,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
50-,M,Belgium,Oesophagus,50,2015
50-,M,Belgium,Stomach,53,2015
50-,M,Belgium,Small intestine,15,2015
50-,M,Belgium,Colon,125,2015
50-,M,Belgium,Rectosigmoid junction,10,2015
50-,M,Belgium,Rectum,65,2015
50-,M,Belgium,Anus and anal canal,5,2015
50-,M,Belgium,Liver and intrahepatic bile ducts,26,2015
50-,M,Belgium,Gallbladder,2,2015
50-,M,Belgium,"Biliary tract, NOS",9,2015
50-,M,Belgium,Pancreas,46,2015
50-,M,Belgium,Other ill-defined digestive organs,-,2015
50-,M,Belgium,Nasal cavity and middle ear,7,2015
50-,M,Belgium,Accessory sinuses,5,2015
50-,M,Belgium,Larynx,39,2015
50-,M,Belgium,Trachea,1,2015
50-,M,Belgium,Bronchus and lung,276,2015
50-,M,Belgium,Thymus,4,2015
50-,M,Belgium,"Heart, mediastinum and pleura",1,2015
50-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
50-,M,Belgium,Bone and articular cartilage of limbs,-,2015
50-,M,Belgium,"Bone and articular cartilage, NOS",2,2015
50-,M,Belgium,Malignant melanoma of skin,114,2015
50-,M,Belgium,Malignant neoplasms of skin,78,2015
50-,M,Belgium,Mesothelioma,8,2015
50-,M,Belgium,Kaposi's sarcoma,2,2015
50-,M,Belgium,Soft tissues,18,2015
50-,M,Belgium,Retroperitoneum and peritoneum,1,2015
50-,M,Belgium,Breast,4,2015
50-,M,Belgium,Penis,4,2015
50-,M,Belgium,Prostate,321,2015
50-,M,Belgium,Testis,12,2015
50-,M,Belgium,"Male genital organs, NOS",2,2015
50-,M,Belgium,Kidney,95,2015
50-,M,Belgium,Renal pelvis,3,2015
50-,M,Belgium,Ureter,2,2015
50-,M,Belgium,Bladder,51,2015
50-,M,Belgium,"Urinary organs, NOS",1,2015
50-,M,Belgium,Eye and adnexa,6,2015
50-,M,Belgium,Meninges,1,2015
50-,M,Belgium,Brain,36,2015
50-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",4,2015
50-,M,Belgium,Thyroid gland,34,2015
50-,M,Belgium,Adrenal gland,1,2015
50-,M,Belgium,"Endocrine glands, NOS",-,2015
50-,M,Belgium,Hodgkin's disease,6,2015
50-,M,Belgium,Non-Hodgkin-lymphoma,61,2015
50-,M,Belgium,Malignant immunoproliferative diseases,10,2015
50-,M,Belgium,Multiple myeloma,28,2015
50-,M,Belgium,Lymphoid leukaemia,36,2015
50-,M,Belgium,Myeloid leukaemia,20,2015
50-,M,Belgium,Monocytic leukaemia,4,2015
50-,M,Belgium,Leukaemia other,-,2015
50-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",3,2015
50-,M,Belgium,Other and ill-defined sites,-,2015
50-,M,Belgium,Unknown primary site,21,2015
50-,M,Belgium,Myeloproliferative Disorders,25,2015
50-,M,Belgium,Myelodysplastic syndromes,12,2015
55-,M,Belgium,Lip,2,2015
55-,M,Belgium,Base of tongue,14,2015
55-,M,Belgium,Tongue,33,2015
55-,M,Belgium,Gum,3,2015
55-,M,Belgium,Floor of mouth,36,2015
55-,M,Belgium,Palate,16,2015
55-,M,Belgium,"Mouth, NOS",14,2015
55-,M,Belgium,Parotid gland,4,2015
55-,M,Belgium,"Salivary glands, NOS",4,2015
55-,M,Belgium,Tonsil,38,2015
55-,M,Belgium,Oropharynx,38,2015
55-,M,Belgium,Nasopharynx,6,2015
55-,M,Belgium,Pyriform sinus,30,2015
55-,M,Belgium,Hypopharynx,12,2015
55-,M,Belgium,"Lip, oral cavity and pharynx, NOS",1,2015
55-,M,Belgium,Oesophagus,81,2015
55-,M,Belgium,Stomach,84,2015
55-,M,Belgium,Small intestine,15,2015
55-,M,Belgium,Colon,269,2015
55-,M,Belgium,Rectosigmoid junction,12,2015
55-,M,Belgium,Rectum,148,2015
55-,M,Belgium,Anus and anal canal,7,2015
55-,M,Belgium,Liver and intrahepatic bile ducts,63,2015
55-,M,Belgium,Gallbladder,2,2015
55-,M,Belgium,"Biliary tract, NOS",13,2015
55-,M,Belgium,Pancreas,87,2015
55-,M,Belgium,Other ill-defined digestive organs,-,2015
55-,M,Belgium,Nasal cavity and middle ear,1,2015
55-,M,Belgium,Accessory sinuses,5,2015
55-,M,Belgium,Larynx,70,2015
55-,M,Belgium,Trachea,-,2015
55-,M,Belgium,Bronchus and lung,509,2015
55-,M,Belgium,Thymus,6,2015
55-,M,Belgium,"Heart, mediastinum and pleura",2,2015
55-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
55-,M,Belgium,Bone and articular cartilage of limbs,3,2015
55-,M,Belgium,"Bone and articular cartilage, NOS",4,2015
55-,M,Belgium,Malignant melanoma of skin,125,2015
55-,M,Belgium,Malignant neoplasms of skin,131,2015
55-,M,Belgium,Mesothelioma,15,2015
55-,M,Belgium,Kaposi's sarcoma,6,2015
55-,M,Belgium,Soft tissues,17,2015
55-,M,Belgium,Retroperitoneum and peritoneum,3,2015
55-,M,Belgium,Breast,7,2015
55-,M,Belgium,Penis,5,2015
55-,M,Belgium,Prostate,749,2015
55-,M,Belgium,Testis,6,2015
55-,M,Belgium,"Male genital organs, NOS",-,2015
55-,M,Belgium,Kidney,127,2015
55-,M,Belgium,Renal pelvis,7,2015
55-,M,Belgium,Ureter,6,2015
55-,M,Belgium,Bladder,105,2015
55-,M,Belgium,"Urinary organs, NOS",3,2015
55-,M,Belgium,Eye and adnexa,5,2015
55-,M,Belgium,Meninges,2,2015
55-,M,Belgium,Brain,52,2015
55-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",2,2015
55-,M,Belgium,Thyroid gland,31,2015
55-,M,Belgium,Adrenal gland,11,2015
55-,M,Belgium,"Endocrine glands, NOS",3,2015
55-,M,Belgium,Hodgkin's disease,9,2015
55-,M,Belgium,Non-Hodgkin-lymphoma,91,2015
55-,M,Belgium,Malignant immunoproliferative diseases,16,2015
55-,M,Belgium,Multiple myeloma,43,2015
55-,M,Belgium,Lymphoid leukaemia,65,2015
55-,M,Belgium,Myeloid leukaemia,32,2015
55-,M,Belgium,Monocytic leukaemia,1,2015
55-,M,Belgium,Leukaemia other,2,2015
55-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",3,2015
55-,M,Belgium,Other and ill-defined sites,-,2015
55-,M,Belgium,Unknown primary site,34,2015
55-,M,Belgium,Myeloproliferative Disorders,25,2015
55-,M,Belgium,Myelodysplastic syndromes,18,2015
60-,M,Belgium,Lip,7,2015
60-,M,Belgium,Base of tongue,27,2015
60-,M,Belgium,Tongue,30,2015
60-,M,Belgium,Gum,5,2015
60-,M,Belgium,Floor of mouth,32,2015
60-,M,Belgium,Palate,11,2015
60-,M,Belgium,"Mouth, NOS",13,2015
60-,M,Belgium,Parotid gland,3,2015
60-,M,Belgium,"Salivary glands, NOS",1,2015
60-,M,Belgium,Tonsil,32,2015
60-,M,Belgium,Oropharynx,41,2015
60-,M,Belgium,Nasopharynx,9,2015
60-,M,Belgium,Pyriform sinus,33,2015
60-,M,Belgium,Hypopharynx,18,2015
60-,M,Belgium,"Lip, oral cavity and pharynx, NOS",6,2015
60-,M,Belgium,Oesophagus,128,2015
60-,M,Belgium,Stomach,97,2015
60-,M,Belgium,Small intestine,18,2015
60-,M,Belgium,Colon,446,2015
60-,M,Belgium,Rectosigmoid junction,6,2015
60-,M,Belgium,Rectum,264,2015
60-,M,Belgium,Anus and anal canal,13,2015
60-,M,Belgium,Liver and intrahepatic bile ducts,108,2015
60-,M,Belgium,Gallbladder,2,2015
60-,M,Belgium,"Biliary tract, NOS",22,2015
60-,M,Belgium,Pancreas,131,2015
60-,M,Belgium,Other ill-defined digestive organs,3,2015
60-,M,Belgium,Nasal cavity and middle ear,5,2015
60-,M,Belgium,Accessory sinuses,11,2015
60-,M,Belgium,Larynx,95,2015
60-,M,Belgium,Trachea,-,2015
60-,M,Belgium,Bronchus and lung,875,2015
60-,M,Belgium,Thymus,4,2015
60-,M,Belgium,"Heart, mediastinum and pleura",-,2015
60-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
60-,M,Belgium,Bone and articular cartilage of limbs,1,2015
60-,M,Belgium,"Bone and articular cartilage, NOS",2,2015
60-,M,Belgium,Malignant melanoma of skin,136,2015
60-,M,Belgium,Malignant neoplasms of skin,241,2015
60-,M,Belgium,Mesothelioma,22,2015
60-,M,Belgium,Kaposi's sarcoma,3,2015
60-,M,Belgium,Soft tissues,15,2015
60-,M,Belgium,Retroperitoneum and peritoneum,3,2015
60-,M,Belgium,Breast,15,2015
60-,M,Belgium,Penis,9,2015
60-,M,Belgium,Prostate,"1,190",2015
60-,M,Belgium,Testis,6,2015
60-,M,Belgium,"Male genital organs, NOS",-,2015
60-,M,Belgium,Kidney,174,2015
60-,M,Belgium,Renal pelvis,22,2015
60-,M,Belgium,Ureter,9,2015
60-,M,Belgium,Bladder,192,2015
60-,M,Belgium,"Urinary organs, NOS",10,2015
60-,M,Belgium,Eye and adnexa,7,2015
60-,M,Belgium,Meninges,2,2015
60-,M,Belgium,Brain,61,2015
60-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",-,2015
60-,M,Belgium,Thyroid gland,37,2015
60-,M,Belgium,Adrenal gland,4,2015
60-,M,Belgium,"Endocrine glands, NOS",1,2015
60-,M,Belgium,Hodgkin's disease,8,2015
60-,M,Belgium,Non-Hodgkin-lymphoma,108,2015
60-,M,Belgium,Malignant immunoproliferative diseases,16,2015
60-,M,Belgium,Multiple myeloma,54,2015
60-,M,Belgium,Lymphoid leukaemia,71,2015
60-,M,Belgium,Myeloid leukaemia,33,2015
60-,M,Belgium,Monocytic leukaemia,6,2015
60-,M,Belgium,Leukaemia other,1,2015
60-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
60-,M,Belgium,Other and ill-defined sites,1,2015
60-,M,Belgium,Unknown primary site,59,2015
60-,M,Belgium,Myeloproliferative Disorders,43,2015
60-,M,Belgium,Myelodysplastic syndromes,43,2015
65-,M,Belgium,Lip,6,2015
65-,M,Belgium,Base of tongue,26,2015
65-,M,Belgium,Tongue,24,2015
65-,M,Belgium,Gum,8,2015
65-,M,Belgium,Floor of mouth,24,2015
65-,M,Belgium,Palate,7,2015
65-,M,Belgium,"Mouth, NOS",10,2015
65-,M,Belgium,Parotid gland,4,2015
65-,M,Belgium,"Salivary glands, NOS",3,2015
65-,M,Belgium,Tonsil,31,2015
65-,M,Belgium,Oropharynx,17,2015
65-,M,Belgium,Nasopharynx,6,2015
65-,M,Belgium,Pyriform sinus,26,2015
65-,M,Belgium,Hypopharynx,15,2015
65-,M,Belgium,"Lip, oral cavity and pharynx, NOS",5,2015
65-,M,Belgium,Oesophagus,151,2015
65-,M,Belgium,Stomach,123,2015
65-,M,Belgium,Small intestine,29,2015
65-,M,Belgium,Colon,535,2015
65-,M,Belgium,Rectosigmoid junction,24,2015
65-,M,Belgium,Rectum,231,2015
65-,M,Belgium,Anus and anal canal,17,2015
65-,M,Belgium,Liver and intrahepatic bile ducts,127,2015
65-,M,Belgium,Gallbladder,6,2015
65-,M,Belgium,"Biliary tract, NOS",28,2015
65-,M,Belgium,Pancreas,155,2015
65-,M,Belgium,Other ill-defined digestive organs,9,2015
65-,M,Belgium,Nasal cavity and middle ear,8,2015
65-,M,Belgium,Accessory sinuses,12,2015
65-,M,Belgium,Larynx,84,2015
65-,M,Belgium,Trachea,-,2015
65-,M,Belgium,Bronchus and lung,"1,048",2015
65-,M,Belgium,Thymus,3,2015
65-,M,Belgium,"Heart, mediastinum and pleura",1,2015
65-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",1,2015
65-,M,Belgium,Bone and articular cartilage of limbs,2,2015
65-,M,Belgium,"Bone and articular cartilage, NOS",3,2015
65-,M,Belgium,Malignant melanoma of skin,168,2015
65-,M,Belgium,Malignant neoplasms of skin,374,2015
65-,M,Belgium,Mesothelioma,41,2015
65-,M,Belgium,Kaposi's sarcoma,5,2015
65-,M,Belgium,Soft tissues,27,2015
65-,M,Belgium,Retroperitoneum and peritoneum,7,2015
65-,M,Belgium,Breast,10,2015
65-,M,Belgium,Penis,18,2015
65-,M,Belgium,Prostate,"1,791",2015
65-,M,Belgium,Testis,4,2015
65-,M,Belgium,"Male genital organs, NOS",-,2015
65-,M,Belgium,Kidney,179,2015
65-,M,Belgium,Renal pelvis,25,2015
65-,M,Belgium,Ureter,15,2015
65-,M,Belgium,Bladder,269,2015
65-,M,Belgium,"Urinary organs, NOS",6,2015
65-,M,Belgium,Eye and adnexa,11,2015
65-,M,Belgium,Meninges,1,2015
65-,M,Belgium,Brain,58,2015
65-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",1,2015
65-,M,Belgium,Thyroid gland,27,2015
65-,M,Belgium,Adrenal gland,1,2015
65-,M,Belgium,"Endocrine glands, NOS",2,2015
65-,M,Belgium,Hodgkin's disease,12,2015
65-,M,Belgium,Non-Hodgkin-lymphoma,162,2015
65-,M,Belgium,Malignant immunoproliferative diseases,27,2015
65-,M,Belgium,Multiple myeloma,76,2015
65-,M,Belgium,Lymphoid leukaemia,93,2015
65-,M,Belgium,Myeloid leukaemia,48,2015
65-,M,Belgium,Monocytic leukaemia,14,2015
65-,M,Belgium,Leukaemia other,4,2015
65-,M,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
65-,M,Belgium,Other and ill-defined sites,2,2015
65-,M,Belgium,Unknown primary site,81,2015
65-,M,Belgium,Myeloproliferative Disorders,49,2015
65-,M,Belgium,Myelodysplastic syndromes,60,2015
70-,M,Belgium,Lip,4,2015
70-,M,Belgium,Base of tongue,16,2015
70-,M,Belgium,Tongue,18,2015
70-,M,Belgium,Gum,2,2015
70-,M,Belgium,Floor of mouth,13,2015
70-,M,Belgium,Palate,8,2015
70-,M,Belgium,"Mouth, NOS",3,2015
70-,M,Belgium,Parotid gland,8,2015
70-,M,Belgium,"Salivary glands, NOS",1,2015
70-,M,Belgium,Tonsil,16,2015
70-,M,Belgium,Oropharynx,10,2015
70-,M,Belgium,Nasopharynx,3,2015
70-,M,Belgium,Pyriform sinus,18,2015
70-,M,Belgium,Hypopharynx,16,2015
70-,M,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
70-,M,Belgium,Oesophagus,94,2015
70-,M,Belgium,Stomach,132,2015
70-,M,Belgium,Small intestine,22,2015
70-,M,Belgium,Colon,460,2015
70-,M,Belgium,Rectosigmoid junction,15,2015
70-,M,Belgium,Rectum,185,2015
70-,M,Belgium,Anus and anal canal,7,2015
70-,M,Belgium,Liver and intrahepatic bile ducts,128,2015
70-,M,Belgium,Gallbladder,5,2015
70-,M,Belgium,"Biliary tract, NOS",32,2015
70-,M,Belgium,Pancreas,130,2015
70-,M,Belgium,Other ill-defined digestive organs,2,2015
70-,M,Belgium,Nasal cavity and middle ear,5,2015
70-,M,Belgium,Accessory sinuses,7,2015
70-,M,Belgium,Larynx,58,2015
70-,M,Belgium,Trachea,1,2015
70-,M,Belgium,Bronchus and lung,921,2015
70-,M,Belgium,Thymus,3,2015
70-,M,Belgium,"Heart, mediastinum and pleura",2,2015
70-,M,Belgium,"Respiratory system and intrathoracic organs, NOS",1,2015
70-,M,Belgium,Bone and articular cartilage of limbs,3,2015
70-,M,Belgium,"Bone and articular cartilage, NOS",1,2015
70-,M,Belgium,Malignant melanoma of skin,133,2015
70-,M,Belgium,Malignant neoplasms of skin,509,2015
70-,M,Belgium,Mesothelioma,50,2015
70-,M,Belgium,Kaposi's sarcoma,5,2015
70-,M,Belgium,Soft tissues,19,2015
70-,M,Belgium,Retroperitoneum and peritoneum,4,2015
70-,M,Belgium,Breast,12,2015
70-,M,Belgium,Penis,10,2015
70-,M,Belgium,Prostate,"1,496",2015
70-,M,Belgium,Testis,3,2015
70-,M,Belgium,"Male genital organs, NOS",2,2015
70-,M,Belgium,Kidney,162,2015
70-,M,Belgium,Renal pelvis,25,2015
70-,M,Belgium,Ureter,20,2015
70-,M,Belgium,Bladder,310,2015
70-,M,Belgium,"Urinary organs, NOS",12,2015
70-,M,Belgium,Eye and adnexa,7,2015
70-,M,Belgium,Meninges,4,2015
70-,M,Belgium,Brain,49,2015
70-,M,Belgium,"Spinal cord, cranial nerves and CNS, NOS",-,2015
70-,M,Belgium,Thyroid gland,18,2015
70-,M,Belgium,Adrenal gland,2,2015
70-,M,Belgium,"Endocrine glands, NOS",-,2015
70-,M,Belgium,Hodgkin's disease,6,2015
70-,M,Belgium,Non-Hodgkin-lymphoma,157,2015
70-,M,Belgium,Malignant immunoproliferative diseases,25,2015
70-,M,Belgium,Multiple myeloma,59,2015
